step,timestamp_s,cmd_x,cmd_y,cmd_z,cmd_qw,cmd_qx,cmd_qy,cmd_qz,joint_1_pos,joint_2_pos,joint_3_pos,joint_4_pos,joint_5_pos,joint_6_pos,joint_7_pos
164,1788745196.935372,-0.016400,0.000000,0.049200,0.000000,0.000000,0.000000,1.000000,0.020790,0.003624,-0.001717,-0.125315,-0.004387,0.004387,0.082971
165,1788745196.937555,-0.016500,0.000000,0.049500,0.000000,0.000000,0.000000,1.000000,0.021172,0.003624,-0.001717,-0.126841,-0.004387,0.004387,0.083734
166,1788745196.939708,-0.016600,0.000000,0.049800,0.000000,0.000000,0.000000,1.000000,0.021553,0.003624,-0.001717,-0.126841,-0.004387,0.004387,0.084496
167,1788745196.941921,-0.016700,0.000000,0.050100,0.000000,0.000000,0.000000,1.000000,0.021935,0.003624,-0.001717,-0.129129,-0.004387,0.004387,0.086022
168,1788745196.944122,-0.016800,0.000000,0.050400,0.000000,0.000000,0.000000,1.000000,0.022316,0.003624,-0.001717,-0.130655,-0.004387,0.004387,0.087548
169,1788745196.946299,-0.016900,0.000000,0.050700,0.000000,0.000000,0.000000,1.000000,0.022697,0.003624,-0.001717,-0.131800,-0.004387,0.004387,0.088311
170,1788745196.948461,-0.017000,0.000000,0.051000,0.000000,0.000000,0.000000,1.000000,0.023079,0.004005,-0.001717,-0.133326,-0.004387,0.004387,0.090219
171,1788745196.950628,-0.017100,0.000000,0.051300,0.000000,0.000000,0.000000,1.000000,0.023460,0.004005,-0.001717,-0.134851,-0.004387,0.004387,0.091744
172,1788745196.952771,-0.017200,0.000000,0.051600,0.000000,0.000000,0.000000,1.000000,0.023460,0.004005,-0.001717,-0.135614,-0.004387,0.004387,0.092889
173,1788745196.954918,-0.017300,0.000000,0.051900,0.000000,0.000000,0.000000,1.000000,0.024605,0.004005,-0.001717,-0.137140,-0.004387,0.004387,0.095179
174,1788745196.957110,-0.017400,0.000000,0.052200,0.000000,0.000000,0.000000,1.000000,0.024986,0.004005,-0.001717,-0.139811,-0.004387,0.004387,0.096323
175,1788745196.959282,-0.017500,0.000000,0.052500,0.000000,0.000000,0.000000,1.000000,0.025368,0.004005,-0.001717,-0.141718,-0.004387,0.004387,0.097849
176,1788745196.961441,-0.017600,0.000000,0.052800,0.000000,0.000000,0.000000,1.000000,0.025368,0.004005,-0.001717,-0.142481,-0.004387,0.004387,0.098230
177,1788745196.963577,-0.017700,0.000000,0.053100,0.000000,0.000000,0.000000,1.000000,0.025749,0.004005,-0.001717,-0.144007,-0.004387,0.004387,0.099375
178,1788745196.965750,-0.017800,0.000000,0.053400,0.000000,0.000000,0.000000,1.000000,0.026512,0.004005,-0.001717,-0.144007,-0.004387,0.004387,0.100138
179,1788745196.967918,-0.017900,0.000000,0.053700,0.000000,0.000000,0.000000,1.000000,0.026512,0.004005,-0.001717,-0.146296,-0.004387,0.004387,0.101282
180,1788745196.970088,-0.018000,0.000000,0.054000,0.000000,0.000000,0.000000,1.000000,0.026894,0.004005,-0.001717,-0.147821,-0.004387,0.004387,0.102427
181,1788745196.972238,-0.018100,0.000000,0.054300,0.000000,0.000000,0.000000,1.000000,0.027275,0.004005,-0.001717,-0.148966,-0.004387,0.004387,0.102808
182,1788745196.974429,-0.018200,0.000000,0.054600,0.000000,0.000000,0.000000,1.000000,0.027657,0.004005,-0.001717,-0.150492,-0.004387,0.004387,0.104334
183,1788745196.976619,-0.018300,0.000000,0.054900,0.000000,0.000000,0.000000,1.000000,0.027657,0.004005,-0.001717,-0.151255,-0.004387,0.004387,0.105097
184,1788745196.978757,-0.018400,0.000000,0.055200,0.000000,0.000000,0.000000,1.000000,0.028419,0.004005,-0.001717,-0.153162,-0.004387,0.004387,0.105860
185,1788745196.980992,-0.018500,0.000000,0.055500,0.000000,0.000000,0.000000,1.000000,0.029182,0.004005,-0.001717,-0.155451,-0.004387,0.004387,0.107386
186,1788745196.983318,-0.018600,0.000000,0.055800,0.000000,0.000000,0.000000,1.000000,0.029564,0.004005,-0.001717,-0.156978,-0.004387,0.004387,0.108912
187,1788745196.985625,-0.018700,0.000000,0.056100,0.000000,0.000000,0.000000,1.000000,0.029945,0.004005,-0.001717,-0.156978,-0.004387,0.004387,0.109674
188,1788745196.987916,-0.018800,0.000000,0.056400,0.000000,0.000000,0.000000,1.000000,0.030327,0.004005,-0.001717,-0.159648,-0.004387,0.004387,0.110437
189,1788745196.990202,-0.018900,0.000000,0.056700,0.000000,0.000000,0.000000,1.000000,0.030708,0.004005,-0.001717,-0.161174,-0.004387,0.004387,0.111582
190,1788745196.992576,-0.019000,0.000000,0.057000,0.000000,0.000000,0.000000,1.000000,0.031090,0.004005,-0.001717,-0.161174,-0.004387,0.004387,0.112345
191,1788745196.995081,-0.019100,0.000000,0.057300,0.000000,0.000000,0.000000,1.000000,0.031854,0.004005,-0.001717,-0.164989,-0.004387,0.004768,0.114634
192,1788745196.997523,-0.019200,0.000000,0.057600,0.000000,0.000000,0.000000,1.000000,0.032235,0.004005,-0.001717,-0.166514,-0.004387,0.004768,0.115778
193,1788745196.999801,-0.019300,0.000000,0.057900,0.000000,0.000000,0.000000,1.000000,0.032617,0.004005,-0.001717,-0.168422,-0.004387,0.004387,0.117304
194,1788745197.002057,-0.019400,0.000000,0.058200,0.000000,0.000000,0.000000,1.000000,0.032998,0.004005,-0.001717,-0.169185,-0.004387,0.004768,0.118448
195,1788745197.004231,-0.019500,0.000000,0.058500,0.000000,0.000000,0.000000,1.000000,0.033380,0.004005,-0.001717,-0.171092,-0.004387,0.004768,0.119974
196,1788745197.006406,-0.019600,0.000000,0.058800,0.000000,0.000000,0.000000,1.000000,0.033761,0.004005,-0.001717,-0.172999,-0.004387,0.004768,0.121500
197,1788745197.008618,-0.019700,0.000000,0.059100,0.000000,0.000000,0.000000,1.000000,0.034142,0.004005,-0.001717,-0.173762,-0.004387,0.004768,0.122263
198,1788745197.010777,-0.019800,0.000000,0.059400,0.000000,0.000000,0.000000,1.000000,0.034524,0.004005,-0.001717,-0.175670,-0.004387,0.004768,0.123789
199,1788745197.012957,-0.019900,0.000000,0.059700,0.000000,0.000000,0.000000,1.000000,0.035287,0.004005,-0.001717,-0.178340,-0.004387,0.004768,0.126078
200,1788745197.015101,-0.020000,0.000000,0.060000,0.000000,0.000000,0.000000,1.000000,0.035668,0.004005,-0.001717,-0.180247,-0.004387,0.004768,0.127604
201,1788745197.017279,-0.020100,0.000000,0.060300,0.000000,0.000000,0.000000,1.000000,0.036050,0.004005,-0.001717,-0.181010,-0.004387,0.004768,0.127985
202,1788745197.019487,-0.020200,0.000000,0.060600,0.000000,0.000000,0.000000,1.000000,0.036431,0.004005,-0.001717,-0.182918,-0.004387,0.004768,0.129511
203,1788745197.021669,-0.020300,0.000000,0.060900,0.000000,0.000000,0.000000,1.000000,0.036813,0.004005,-0.001717,-0.183681,-0.004387,0.004387,0.130274
204,1788745197.023890,-0.020400,0.000000,0.061200,0.000000,0.000000,0.000000,1.000000,0.037194,0.004005,-0.001717,-0.185206,-0.004387,0.004768,0.131418
205,1788745197.026076,-0.020500,0.000000,0.061500,0.000000,0.000000,0.000000,1.000000,0.037576,0.004005,-0.001717,-0.187114,-0.004387,0.004768,0.132563
206,1788745197.028249,-0.020600,0.000000,0.061800,0.000000,0.000000,0.000000,1.000000,0.037957,0.004005,-0.001717,-0.188258,-0.004387,0.004768,0.132944
207,1788745197.030415,-0.020700,0.000000,0.062100,0.000000,0.000000,0.000000,1.000000,0.038339,0.004005,-0.001717,-0.189784,-0.004387,0.004768,0.133707
208,1788745197.032563,-0.020800,0.000000,0.062400,0.000000,0.000000,0.000000,1.000000,0.038720,0.004005,-0.001717,-0.189784,-0.004387,0.004768,0.134470
209,1788745197.034707,-0.020900,0.000000,0.062700,0.000000,0.000000,0.000000,1.000000,0.038720,0.004005,-0.001717,-0.192073,-0.004387,0.004768,0.135233
210,1788745197.036884,-0.021000,0.000000,0.063000,0.000000,0.000000,0.000000,1.000000,0.039102,0.004387,-0.001717,-0.193980,-0.004387,0.004768,0.135614
211,1788745197.039073,-0.021100,0.000000,0.063300,0.000000,0.000000,0.000000,1.000000,0.039483,0.004387,-0.001717,-0.193980,-0.004387,0.004768,0.137903
212,1788745197.041230,-0.021200,0.000000,0.063600,0.000000,0.000000,0.000000,1.000000,0.039865,0.004387,-0.001717,-0.193980,-0.004387,0.004768,0.138666
213,1788745197.043475,-0.021300,0.000000,0.063900,0.000000,0.000000,0.000000,1.000000,0.040246,0.004387,-0.001717,-0.198939,-0.004387,0.004768,0.139811
214,1788745197.045659,-0.021400,0.000000,0.064200,0.000000,0.000000,0.000000,1.000000,0.040627,0.004387,-0.001717,-0.200465,-0.004387,0.004768,0.140955
215,1788745197.047842,-0.021500,0.000000,0.064500,0.000000,0.000000,0.000000,1.000000,0.041009,0.004387,-0.001717,-0.201228,-0.004387,0.004768,0.141718
216,1788745197.050026,-0.021600,0.000000,0.064800,0.000000,0.000000,0.000000,1.000000,0.041390,0.004387,-0.001717,-0.202754,-0.004387,0.004768,0.143244
217,1788745197.052240,-0.021700,0.000000,0.065100,0.000000,0.000000,0.000000,1.000000,0.041772,0.004387,-0.001717,-0.202754,-0.004387,0.004768,0.144007
218,1788745197.054419,-0.021800,0.000000,0.065400,0.000000,0.000000,0.000000,1.000000,0.042153,0.004387,-0.001717,-0.205424,-0.004387,0.004768,0.145151
219,1788745197.056607,-0.021900,0.000000,0.065700,0.000000,0.000000,0.000000,1.000000,0.042535,0.004387,-0.001717,-0.207713,-0.004387,0.004768,0.146677
220,1788745197.058778,-0.022000,0.000000,0.066000,0.000000,0.000000,0.000000,1.000000,0.042916,0.004387,-0.001717,-0.207713,-0.004387,0.004768,0.147440
221,1788745197.060966,-0.022100,0.000000,0.066300,0.000000,0.000000,0.000000,1.000000,0.043679,0.004387,-0.001717,-0.211909,-0.004387,0.004768,0.150873
222,1788745197.063123,-0.022200,0.000000,0.066600,0.000000,0.000000,0.000000,1.000000,0.043679,0.004387,-0.001717,-0.213054,-0.004387,0.004768,0.152018
223,1788745197.065295,-0.022300,0.000000,0.066900,0.000000,0.000000,0.000000,1.000000,0.044061,0.004387,-0.001717,-0.214961,-0.004387,0.004768,0.153543
224,1788745197.067481,-0.022400,0.000000,0.067200,0.000000,0.000000,0.000000,1.000000,0.044442,0.004387,-0.001717,-0.215724,-0.004387,0.004768,0.154688
225,1788745197.069650,-0.022500,0.000000,0.067500,0.000000,0.000000,0.000000,1.000000,0.044824,0.004387,-0.001717,-0.217250,-0.004387,0.004768,0.156214
226,1788745197.071823,-0.022600,0.000000,0.067800,0.000000,0.000000,0.000000,1.000000,0.045205,0.004387,-0.001717,-0.219158,-0.004387,0.004768,0.157359
227,1788745197.074054,-0.022700,0.000000,0.068100,0.000000,0.000000,0.000000,1.000000,0.045587,0.004768,-0.001717,-0.220303,-0.004387,0.004768,0.158504
228,1788745197.076356,-0.022800,0.000000,0.068400,0.000000,0.000000,0.000000,1.000000,0.045587,0.004768,-0.001717,-0.221828,-0.004387,0.004768,0.159648
229,1788745197.078652,-0.022900,0.000000,0.068700,0.000000,0.000000,0.000000,1.000000,0.045968,0.004768,-0.001717,-0.221828,-0.004387,0.004768,0.160029
230,1788745197.080919,-0.023000,0.000000,0.069000,0.000000,0.000000,0.000000,1.000000,0.046350,0.004768,-0.001717,-0.226406,-0.004387,0.004768,0.161937
231,1788745197.083176,-0.023100,0.000000,0.069300,0.000000,0.000000,0.000000,1.000000,0.047112,0.004768,-0.001717,-0.227169,-0.004387,0.004768,0.162318
232,1788745197.085436,-0.023200,0.000000,0.069600,0.000000,0.000000,0.000000,1.000000,0.047494,0.004768,-0.001717,-0.229076,-0.004387,0.004768,0.163463
233,1788745197.087708,-0.023300,0.000000,0.069900,0.000000,0.000000,0.000000,1.000000,0.047494,0.004768,-0.001717,-0.229839,-0.004387,0.004768,0.164607
234,1788745197.089988,-0.023400,0.000000,0.070200,0.000000,0.000000,0.000000,1.000000,0.047875,0.004768,-0.001717,-0.231365,-0.004387,0.004768,0.165370
235,1788745197.092246,-0.023500,0.000000,0.070500,0.000000,0.000000,0.000000,1.000000,0.048257,0.004768,-0.001717,-0.233273,-0.004387,0.004768,0.166514
236,1788745197.094501,-0.023600,0.000000,0.070800,0.000000,0.000000,0.000000,1.000000,0.048638,0.005150,-0.001717,-0.234035,-0.004387,0.004768,0.167277
237,1788745197.096785,-0.023700,0.000000,0.071100,0.000000,0.000000,0.000000,1.000000,0.049020,0.005150,-0.001717,-0.235943,-0.004387,0.004768,0.169185
238,1788745197.099069,-0.023800,0.000000,0.071400,0.000000,0.000000,0.000000,1.000000,0.049401,0.005150,-0.001717,-0.238613,-0.004387,0.004768,0.171092
239,1788745197.101219,-0.023900,0.000000,0.071700,0.000000,0.000000,0.000000,1.000000,0.049783,0.005150,-0.001717,-0.240520,-0.004387,0.004768,0.172618
240,1788745197.103408,-0.024000,0.000000,0.072000,0.000000,0.000000,0.000000,1.000000,0.050164,0.005150,-0.001717,-0.240520,-0.004387,0.005150,0.173762
241,1788745197.105595,-0.024100,0.000000,0.072300,0.000000,0.000000,0.000000,1.000000,0.050546,0.005150,-0.001717,-0.243572,-0.004387,0.005150,0.175670
242,1788745197.107776,-0.024200,0.000000,0.072600,0.000000,0.000000,0.000000,1.000000,0.050546,0.005531,-0.001717,-0.244717,-0.004387,0.004768,0.176814
243,1788745197.109940,-0.024300,0.000000,0.072900,0.000000,0.000000,0.000000,1.000000,0.050927,0.005531,-0.001717,-0.246243,-0.004387,0.004768,0.177958
244,1788745197.112096,-0.024400,0.000000,0.073200,0.000000,0.000000,0.000000,1.000000,0.051309,0.005531,-0.001717,-0.248150,-0.004387,0.004768,0.179866
245,1788745197.114294,-0.024500,0.000000,0.073500,0.000000,0.000000,0.000000,1.000000,0.051690,0.005531,-0.001717,-0.249294,-0.004387,0.004768,0.180629
246,1788745197.116463,-0.024600,0.000000,0.073800,0.000000,0.000000,0.000000,1.000000,0.051690,0.005531,-0.001717,-0.250820,-0.004387,0.004768,0.182155
247,1788745197.118627,-0.024700,0.000000,0.074100,0.000000,0.000000,0.000000,1.000000,0.052072,0.005531,-0.001717,-0.250820,-0.004387,0.004768,0.182536
248,1788745197.120790,-0.024800,0.000000,0.074400,0.000000,0.000000,0.000000,1.000000,0.052453,0.005531,-0.001717,-0.253490,-0.004387,0.005150,0.184062
249,1788745197.122897,-0.024900,0.000000,0.074700,0.000000,0.000000,0.000000,1.000000,0.052835,0.005531,-0.001717,-0.255398,-0.004387,0.004768,0.185588
250,1788745197.125061,-0.025000,0.000000,0.075000,0.000000,0.000000,0.000000,1.000000,0.053597,0.005531,-0.001717,-0.258068,-0.004387,0.005150,0.186732
251,1788745197.127235,-0.025100,0.000000,0.075300,0.000000,0.000000,0.000000,1.000000,0.053597,0.005531,-0.001717,-0.259594,-0.004387,0.004768,0.187495
252,1788745197.129406,-0.025200,0.000000,0.075600,0.000000,0.000000,0.000000,1.000000,0.053979,0.005531,-0.001717,-0.260738,-0.004387,0.004768,0.188258
253,1788745197.131569,-0.025300,0.000000,0.075900,0.000000,0.000000,0.000000,1.000000,0.054360,0.005531,-0.001717,-0.262646,-0.004387,0.005150,0.189403
254,1788745197.133742,-0.025400,0.000000,0.076200,0.000000,0.000000,0.000000,1.000000,0.054742,0.005531,-0.001717,-0.263409,-0.004387,0.005150,0.190166
255,1788745197.135909,-0.025500,0.000000,0.076500,0.000000,0.000000,0.000000,1.000000,0.055123,0.005531,-0.001717,-0.264935,-0.004387,0.005150,0.191691
256,1788745197.138107,-0.025600,0.000000,0.076800,0.000000,0.000000,0.000000,1.000000,0.055505,0.005913,-0.001717,-0.266842,-0.004387,0.005150,0.192836
257,1788745197.140270,-0.025700,0.000000,0.077100,0.000000,0.000000,0.000000,1.000000,0.055505,0.005913,-0.001717,-0.267986,-0.004768,0.005150,0.193980
258,1788745197.142435,-0.025800,0.000000,0.077400,0.000000,0.000000,0.000000,1.000000,0.055886,0.005913,-0.001717,-0.269512,-0.004387,0.005150,0.195506
259,1788745197.144636,-0.025900,0.000000,0.077700,0.000000,0.000000,0.000000,1.000000,0.056268,0.005913,-0.001717,-0.269512,-0.004387,0.005150,0.196651
260,1788745197.146862,-0.026000,0.000000,0.078000,0.000000,0.000000,0.000000,1.000000,0.056649,0.005913,-0.001717,-0.272564,-0.004387,0.005150,0.198176
261,1788745197.149038,-0.026100,0.000000,0.078300,0.000000,0.000000,0.000000,1.000000,0.057031,0.005913,-0.001717,-0.275616,-0.004387,0.005150,0.200847
262,1788745197.151194,-0.026200,0.000000,0.078600,0.000000,0.000000,0.000000,1.000000,0.057412,0.005913,-0.001717,-0.277142,-0.004387,0.005531,0.202373
263,1788745197.153350,-0.026300,0.000000,0.078900,0.000000,0.000000,0.000000,1.000000,0.057412,0.005913,-0.001717,-0.277142,-0.004387,0.005531,0.203517
264,1788745197.155513,-0.026400,0.000000,0.079200,0.000000,0.000000,0.000000,1.000000,0.057794,0.005913,-0.001717,-0.280193,-0.004387,0.005531,0.205043
265,1788745197.157692,-0.026500,0.000000,0.079500,0.000000,0.000000,0.000000,1.000000,0.057794,0.005913,-0.001717,-0.282102,-0.004387,0.005531,0.206569
266,1788745197.160024,-0.026600,0.000000,0.079800,0.000000,0.000000,0.000000,1.000000,0.058175,0.005913,-0.001717,-0.283246,-0.004387,0.005913,0.207332
267,1788745197.162305,-0.026700,0.000000,0.080100,0.000000,0.000000,0.000000,1.000000,0.058175,0.005913,-0.001717,-0.284772,-0.004387,0.005913,0.208858
268,1788745197.164740,-0.026800,0.000000,0.080400,0.000000,0.000000,0.000000,1.000000,0.058557,0.005913,-0.001717,-0.284772,-0.004387,0.005913,0.209239
269,1788745197.167029,-0.026900,0.000000,0.080700,0.000000,0.000000,0.000000,1.000000,0.059319,0.005913,-0.001717,-0.288968,-0.004387,0.005913,0.211528
270,1788745197.169241,-0.027000,0.000000,0.081000,0.000000,0.000000,0.000000,1.000000,0.059701,0.005913,-0.001717,-0.288968,-0.004387,0.005913,0.211909
271,1788745197.171454,-0.027100,0.000000,0.081300,0.000000,0.000000,0.000000,1.000000,0.059701,0.005913,-0.001717,-0.291638,-0.004768,0.005913,0.212672
272,1788745197.173640,-0.027200,0.000000,0.081600,0.000000,0.000000,0.000000,1.000000,0.060082,0.005913,-0.001717,-0.293164,-0.004768,0.005913,0.213817
273,1788745197.175956,-0.027300,0.000000,0.081900,0.000000,0.000000,0.000000,1.000000,0.060464,0.006294,-0.001717,-0.293927,-0.004387,0.006294,0.214198
274,1788745197.178223,-0.027400,0.000000,0.082200,0.000000,0.000000,0.000000,1.000000,0.060845,0.006294,-0.001717,-0.295835,-0.004387,0.006294,0.214961
275,1788745197.180529,-0.027500,0.000000,0.082500,0.000000,0.000000,0.000000,1.000000,0.060845,0.006294,-0.001717,-0.296597,-0.004768,0.006294,0.215724
276,1788745197.182840,-0.027600,0.000000,0.082800,0.000000,0.000000,0.000000,1.000000,0.061227,0.006294,-0.001717,-0.298123,-0.004768,0.006676,0.217250
277,1788745197.185154,-0.027700,0.000000,0.083100,0.000000,0.000000,0.000000,1.000000,0.061608,0.006294,-0.001717,-0.300794,-0.004387,0.007057,0.219540
278,1788745197.187340,-0.027800,0.000000,0.083400,0.000000,0.000000,0.000000,1.000000,0.061990,0.006294,-0.001717,-0.302320,-0.004387,0.007057,0.221447
279,1788745197.189518,-0.027900,0.000000,0.083700,0.000000,0.000000,0.000000,1.000000,0.062371,0.006294,-0.001717,-0.302320,-0.004387,0.007439,0.222210
280,1788745197.191685,-0.028000,0.000000,0.084000,0.000000,0.000000,0.000000,1.000000,0.062371,0.006294,-0.001717,-0.305371,-0.004768,0.007439,0.223736
281,1788745197.193864,-0.028100,0.000000,0.084300,0.000000,0.000000,0.000000,1.000000,0.062753,0.006294,-0.001717,-0.306897,-0.004768,0.007820,0.225643
282,1788745197.196031,-0.028200,0.000000,0.084600,0.000000,0.000000,0.000000,1.000000,0.062753,0.006294,-0.001717,-0.308042,-0.004768,0.007820,0.226406
283,1788745197.198188,-0.028300,0.000000,0.084900,0.000000,0.000000,0.000000,1.000000,0.063134,0.006294,-0.001717,-0.308042,-0.004768,0.007820,0.228313
284,1788745197.200332,-0.028400,0.000000,0.085200,0.000000,0.000000,0.000000,1.000000,0.063134,0.006294,-0.001717,-0.308042,-0.004768,0.007820,0.229458
285,1788745197.202483,-0.028500,0.000000,0.085500,0.000000,0.000000,0.000000,1.000000,0.063516,0.006294,-0.001717,-0.312619,-0.004768,0.007820,0.230984
286,1788745197.204617,-0.028600,0.000000,0.085800,0.000000,0.000000,0.000000,1.000000,0.063897,0.006294,-0.001717,-0.314527,-0.004387,0.008202,0.232510
287,1788745197.206785,-0.028700,0.000000,0.086100,0.000000,0.000000,0.000000,1.000000,0.063897,0.006294,-0.001717,-0.315289,-0.004387,0.008202,0.233654
288,1788745197.208947,-0.028800,0.000000,0.086400,0.000000,0.000000,0.000000,1.000000,0.064279,0.006294,-0.001717,-0.317197,-0.004768,0.007820,0.235943
289,1788745197.211079,-0.028900,0.000000,0.086700,0.000000,0.000000,0.000000,1.000000,0.064279,0.006294,-0.001717,-0.319867,-0.004768,0.008202,0.237087
290,1788745197.213321,-0.029000,0.000000,0.087000,0.000000,0.000000,0.000000,1.000000,0.064660,0.006294,-0.001717,-0.321774,-0.004768,0.007820,0.238232
291,1788745197.215613,-0.029100,0.000000,0.087300,0.000000,0.000000,0.000000,1.000000,0.064660,0.006294,-0.001717,-0.322537,-0.004768,0.007820,0.238995
292,1788745197.217895,-0.029200,0.000000,0.087600,0.000000,0.000000,0.000000,1.000000,0.065042,0.006294,-0.001717,-0.324445,-0.004768,0.008202,0.240520
293,1788745197.220177,-0.029300,0.000000,0.087900,0.000000,0.000000,0.000000,1.000000,0.065423,0.006294,-0.001717,-0.325589,-0.004768,0.008202,0.240902
294,1788745197.222413,-0.029400,0.000000,0.088200,0.000000,0.000000,0.000000,1.000000,0.065423,0.006294,-0.001717,-0.326734,-0.004768,0.008202,0.242428
295,1788745197.224621,-0.029500,0.000000,0.088500,0.000000,0.000000,0.000000,1.000000,0.065804,0.006294,-0.001717,-0.328641,-0.004768,0.008202,0.243954
296,1788745197.226815,-0.029600,0.000000,0.088800,0.000000,0.000000,0.000000,1.000000,0.065804,0.006294,-0.001717,-0.328641,-0.004768,0.008202,0.244717
297,1788745197.228995,-0.029700,0.000000,0.089100,0.000000,0.000000,0.000000,1.000000,0.066186,0.006294,-0.001717,-0.331311,-0.004768,0.008583,0.247387
298,1788745197.231234,-0.029800,0.000000,0.089400,0.000000,0.000000,0.000000,1.000000,0.066567,0.006294,-0.001717,-0.333982,-0.004387,0.008202,0.248531
299,1788745197.233444,-0.029900,0.000000,0.089700,0.000000,0.000000,0.000000,1.000000,0.066567,0.006294,-0.001717,-0.335507,-0.004768,0.008583,0.250057
300,1788745197.235615,-0.030000,0.000000,0.090000,0.000000,0.000000,0.000000,1.000000,0.066949,0.006294,-0.001717,-0.335507,-0.004768,0.008202,0.250820
301,1788745197.237788,-0.030100,0.000000,0.090300,0.000000,0.000000,0.000000,1.000000,0.067330,0.006294,-0.001717,-0.338178,-0.004387,0.008202,0.252346
302,1788745197.239942,-0.030200,0.000000,0.090600,0.000000,0.000000,0.000000,1.000000,0.067330,0.006294,-0.001717,-0.338178,-0.004768,0.008202,0.253109
303,1788745197.242075,-0.030300,0.000000,0.090900,0.000000,0.000000,0.000000,1.000000,0.067712,0.006294,-0.001717,-0.341229,-0.004768,0.008202,0.255016
304,1788745197.244231,-0.030400,0.000000,0.091200,0.000000,0.000000,0.000000,1.000000,0.067712,0.006676,-0.001717,-0.342755,-0.004768,0.008202,0.256161
305,1788745197.246402,-0.030500,0.000000,0.091500,0.000000,0.000000,0.000000,1.000000,0.068093,0.006676,-0.001717,-0.342755,-0.004768,0.008202,0.257305
306,1788745197.248551,-0.030600,0.000000,0.091800,0.000000,0.000000,0.000000,1.000000,0.068093,0.006676,-0.001717,-0.345808,-0.004768,0.008583,0.258831
307,1788745197.250724,-0.030700,0.000000,0.092100,0.000000,0.000000,0.000000,1.000000,0.068475,0.006676,-0.001717,-0.347334,-0.004768,0.008583,0.260357
308,1788745197.252909,-0.030800,0.000000,0.092400,0.000000,0.000000,0.000000,1.000000,0.068856,0.006676,-0.001717,-0.350004,-0.004768,0.008583,0.263027
309,1788745197.255071,-0.030900,0.000000,0.092700,0.000000,0.000000,0.000000,1.000000,0.069238,0.006676,-0.001717,-0.350004,-0.004768,0.008202,0.263790
310,1788745197.257227,-0.031000,0.000000,0.093000,0.000000,0.000000,0.000000,1.000000,0.069619,0.006676,-0.001717,-0.352674,-0.004768,0.008583,0.264935
311,1788745197.259391,-0.031100,0.000000,0.093300,0.000000,0.000000,0.000000,1.000000,0.070001,0.006676,-0.001717,-0.354582,-0.004768,0.008202,0.266460
312,1788745197.261530,-0.031200,0.000000,0.093600,0.000000,0.000000,0.000000,1.000000,0.070001,0.006676,-0.001717,-0.355726,-0.004768,0.008202,0.267223
313,1788745197.263664,-0.031300,0.000000,0.093900,0.000000,0.000000,0.000000,1.000000,0.070382,0.006676,-0.001717,-0.357252,-0.004768,0.008583,0.268368
314,1788745197.265811,-0.031400,0.000000,0.094200,0.000000,0.000000,0.000000,1.000000,0.070382,0.006676,-0.001717,-0.357252,-0.004768,0.008202,0.269131
315,1788745197.268075,-0.031500,0.000000,0.094500,0.000000,0.000000,0.000000,1.000000,0.070764,0.006676,-0.001717,-0.359922,-0.004768,0.008583,0.270275
316,1788745197.270256,-0.031600,0.000000,0.094800,0.000000,0.000000,0.000000,1.000000,0.070764,0.007057,-0.001717,-0.361448,-0.004768,0.008202,0.271801
317,1788745197.272424,-0.031700,0.000000,0.095100,0.000000,0.000000,0.000000,1.000000,0.071145,0.007057,-0.001717,-0.361448,-0.004768,0.008583,0.272564
318,1788745197.274592,-0.031800,0.000000,0.095400,0.000000,0.000000,0.000000,1.000000,0.071145,0.007057,-0.001717,-0.364500,-0.004768,0.008583,0.274471
319,1788745197.276781,-0.031900,0.000000,0.095700,0.000000,0.000000,0.000000,1.000000,0.071527,0.007057,-0.001717,-0.364500,-0.004768,0.008583,0.275234
320,1788745197.278949,-0.032000,0.000000,0.096000,0.000000,0.000000,0.000000,1.000000,0.071908,0.007057,-0.001717,-0.368696,-0.004768,0.008583,0.278286
321,1788745197.281147,-0.032100,0.000000,0.096300,0.000000,0.000000,0.000000,1.000000,0.072289,0.007057,-0.001717,-0.369841,-0.004768,0.008583,0.279049
322,1788745197.283425,-0.032200,0.000000,0.096600,0.000000,0.000000,0.000000,1.000000,0.072289,0.007057,-0.001717,-0.371748,-0.004768,0.008202,0.280956
323,1788745197.285690,-0.032300,0.000000,0.096900,0.000000,0.000000,0.000000,1.000000,0.072671,0.007057,-0.001717,-0.373274,-0.004768,0.008583,0.282102
324,1788745197.287956,-0.032400,0.000000,0.097200,0.000000,0.000000,0.000000,1.000000,0.072671,0.007057,-0.001717,-0.374418,-0.004768,0.008583,0.283246
325,1788745197.290171,-0.032500,0.000000,0.097500,0.000000,0.000000,0.000000,1.000000,0.073052,0.007057,-0.001717,-0.376326,-0.004768,0.008583,0.284772
326,1788745197.292419,-0.032600,0.000000,0.097800,0.000000,0.000000,0.000000,1.000000,0.073434,0.007057,-0.001717,-0.376326,-0.004768,0.008583,0.285535
327,1788745197.294662,-0.032700,0.000000,0.098100,0.000000,0.000000,0.000000,1.000000,0.073434,0.007057,-0.001717,-0.378996,-0.004768,0.008583,0.287442
328,1788745197.296920,-0.032800,0.000000,0.098400,0.000000,0.000000,0.000000,1.000000,0.073815,0.007057,-0.001717,-0.381666,-0.004768,0.008583,0.289731
